V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V27,V28,V29,V30,V31,V32,V33,V35,V36,V37,V38,V39
321.53,511.42,439.38,250.79,539.69,334.2,244.91,390.1314286,347.96,398.99,287.32,226.22,485.57,369.09,334.75,345.47,360.6,441.25,325.15,490.22,365.41,389.19,405.35,369.88,474.92,392.28,318.91,388.16,470.33,375.23,448.01,363.38,422.65,496.62
257.46,483.34,331.61,213.23,415.81,251.13,259.61,419.02,275.91,386.58,249.91,196.88,431.29,289.17,237.11,270.6,269.71,348.17,198.77,373.56,328.05,277.01,360.88,325.21,346.58,283.42,222.31,311.99,411.3,303.69,351.26,278.33,384.39,395.75
168.89,230.61,175.8,138.92,238.54,132.71,131.87,170.95,159.27,164.88,128.65,157.23,226.17,166.79,138.69,168.14,175.29,168.96,150.96,214.23,171.96,158.73,182.93,185.46,190.85,170.31,144.26,182.88,191.74,174.39,218.36,171.79,246.51,198.67
117.61,244.01,160.69,106.95,172.41,114.63,173.61,128.02,146.96,159.45,107.44,177.31,217.11,144.27,116.67,158.76,149.71,141.67,91,154.9,203.46,142.96,178.81,158.69,188.22,208.82,123.09,188.86,164.2,147.74,130.83,124.54,176,181.64
138.85,465.86,201.19,88.55,192.49,158.1,211.35,162.36,181.75,345.48,120.18,174.79,324.32,182.62,128.59,189.25,165.78,156.28,63.47,187.89,288.55,178.46,204.89,232.56,209.1,236.28,129.83,204.29,209.16,158.48,158.97,115.49,273.93,218.81
148.04,528.75,208.39,146.46,191.16,206.96,228.99,164.14,220.66,300.77,175.54,254.33,292.3,200.79,167.74,214.95,162.79,187.57,107.29,171.59,238.43,167.85,249.2,228.75,236.22,294.02,157.79,235.73,214.35,214.24,196.42,166.33,260.67,250.33
176.77,482.21,215.2,139.19,240.99,191.05,116.82,179.09,195.7,277.39,162.1,281,312.03,180.73,144.29,203.69,188.45,177.5,107.17,189.96,226.66,186.51,206.67,234.64,238,263.92,177.78,213.8,220.71,183.89,234.59,156.62,257.58,237.08
176.83,585.84,193.4,108.11,213.41,173.99,90.88,164.06,174.59,288.14,139.85,250,265.42,178.02,148.66,200.12,181.95,206.1,94.05,182.33,212.59,145.05,197.31,236.56,220.18,298.31,162.43,185.17,176.25,179,196.1,143.96,261.38,254.64
174.51,507.06,196.51,109.25,228.25,175.68,158.36,159.79,165.88,306.36,137.65,369,247.57,169.6,132.01,170.12,156.82,261.27,103.97,172.62,214.17,135.07,191.86,177.52,207.95,283.43,150.51,175.23,186.06,172.74,190.95,133.38,253.38,261.84
233.22,583.3,211.16,149.75,255.21,207.56,233.6,194.84,208.4,365.36,189.72,251,311.08,214.9,156.33,195.28,172.46,229.92,107.67,192.37,279.15,175.98,229.57,236.61,237.82,278.6,179.34,238.51,233.29,209.99,266.85,140.21,264.12,251.39
205.78,564.89,227.93,160.08,254.79,192.64,219.41,191.22,221.85,349.69,171.42,275,287.98,212.18,178.06,209.39,214.06,251.04,149.01,197.17,255.71,200.42,237.83,247.33,253.58,319.72,190.35,228,224.23,215.85,220.33,197.08,265.62,285.06
263.58,572.52,357.31,222.24,399.62,283.4,321.76,269.23,314.51,371.53,274.22,247.836,413.25,324.35,309.11,312.27,293.97,419.72,237.52,341.92,344.12,324.91,377.67,359.58,404.39,322.58,257.83,333.91,380.73,331.42,430.35,306.54,413.98,423.71
219.41,642.69,338.23,209.92,289.92,253.38,302.63,245.48,267.53,388.71,231.24,220.672,412.73,290.02,245.15,299.4,289.5,285.78,163.92,268.39,319.26,285.46,340.65,326.05,338.23,337.71,246.55,297.81,325.67,305.94,272.26,265.96,397.34,390.68
227.91,415.21,272.64,188.11,282.34,202.33,220.27,189.65,241.07,278.09,189.54,193.508,310.82,235.38,190.41,217.89,245.64,253.07,175.19,271.15,248.04,237.18,275.2,262.62,277.43,281.34,200.56,249.5,266.11,251.47,289.39,247.54,312.74,304.59
155.86,253.26,192.77,171.87,220.17,137.9,180.65,145.08,192.12,210.32,164.29,166.344,239.63,193.31,173.47,177.09,191.92,197.9,186.85,194.79,204.16,181.78,233,203.38,219.68,204.33,167.28,215.77,203.61,213.88,208.36,213.12,212.23,234.26
71.47,315.04,106.57,59.74,126.66,92.32,141.34,51.03,90.58,138.43,82.2,139.18,136.49,78.32,68.53,87.29,85.14,84.11,44.86,125.88,122,80.89,116.11,110.88,124.72,149.51,68.35,120.21,120.78,106.55,90.3,64.96,118.05,111.47
133.5,448.8,239.47,123.35,263.32,160.02,270.02,214.4,187.01,312.36,169,216.31,277.84,170.05,133.77,214.54,181.02,253.18,89.9,204.24,261.58,142.02,242.09,243.48,264.52,227.29,166.11,238.08,234.48,232.98,133.22,135.58,276.26,270.38
269.17,486.09,371.72,123.9,298.12,301.79,266.01,306.91,172.43,382.36,245.76,256.68,439.09,244.62,182.91,187.1,169.55,349.85,154.35,273.71,301.36,260.99,258.2,251.31,382.74,215.81,153.93,263.21,385.55,223.35,295.62,159.12,386.42,468.26
219.96,464.77,256.77,152.05,365.07,239.26,186.53,290.62,179.26,325.05,150.69,237.91,367.71,190.89,149.63,197.45,143.7,277.62,179.37,336.25,208.84,214.77,227.09,236.68,234.45,198.9,142.62,246.58,345.42,217.17,357.91,183.74,320.92,303.11
227.54,513.61,314.26,172.87,425.08,248.63,241.17,297.03,215.18,382.34,205.09,296.43,393.58,251.67,193.41,253.58,192.4,400,233.1,407,316.1,215.59,298.92,251.03,326.72,222.55,177.2,263,446.23,258.65,311.92,190.5,355.67,388.89
110.69,264.92,183.22,118.55,181.45,130.92,137.32,130.3,124.11,219.46,157.21,187.08,184.71,160.54,132.45,163.23,140.59,194.04,154.88,173.87,194.1,160.89,184.49,163.72,209.5,156.19,128.92,196.62,180.08,165.85,165.98,144.41,192.33,222.83
145.69,441.52,188.3,102.22,194.92,180.67,189.7,159.66,139.7,247.51,134.42,162.83,232.34,147.92,131.31,165.03,135.64,181.72,90.43,171.33,186.34,146.87,195.43,184.43,180.19,266.66,133.22,158.17,192.35,150.83,205.84,124.21,189.08,215.8
164.78,505.47,174.04,113.47,206.97,170.29,238.43,150.38,169.5,256.05,133.11,167.29,214.14,171.24,142.51,174.77,145.31,228.45,127.17,163.63,237.55,131.53,200.55,191.58,185.28,262.45,134.26,182.25,154.05,175.41,180.35,144.58,225.1,203.27
194.17,385.46,191.71,111.84,254.9,184.64,219.41,205.6,159.77,317.18,154.28,169.65,236.24,163.21,131.47,165.42,167.73,274.85,69.57,174.46,233.8,146.52,200.9,204.26,201.73,220.39,138.48,193.54,215.55,168,221.6,134,220.35,217.92
259.21,528.24,288.59,146.89,285.72,264.42,265.39,234.49,171.91,385.9,233.9,269.58,316.21,227.98,183.4,225.23,184.72,319.72,96.07,289.46,306.9,196.24,284.09,264.26,295,209.59,180.71,243.21,319.77,227.36,324.81,175.38,324.43,338.71
230.67,482.14,257.42,128.54,347.11,236.3,241.32,262.43,163.79,384.27,178.54,243.38,304.45,201.11,157.61,226.95,139.8,345.94,122.57,379.04,292.94,203.22,267.2,275.74,274.05,168.39,137.13,230.58,322.44,214.29,294.88,147.62,314.58,343.62
215.53,393.82,277.73,126.81,393.48,203.11,216.5,273.39,164.46,337.7,185.08,278.2,286.97,205.53,157.17,254.82,150.38,307,149.07,334.54,298.02,184.07,262.39,236.12,225.32,181.76,140.47,212.21,341.44,214.4,236.32,141.92,281.4,292.99
282,569.14,317.59,192.75,336.81,261.14,360.11,259.51,200.89,422.2,281.33,262.56,382.94,248.55,211.19,307.54,219.47,379.5,163.55,310.3,298.15,236,287.43,302.36,336.57,276.55,209.06,244.75,336.02,268.04,269.47,188.96,318.14,359.14
226.09,381.53,280.85,147.89,275.96,217.75,308.71,200.28,190.6,333.15,200.76,223.62,267.67,207.9,167.64,232.77,184.36,237.16,133.78,242.75,249.38,191.74,250.01,262.19,248.4,229.7,173.68,235,275.51,210.24,205.58,152,276.78,281.47
303.41,434.59,271.05,168.29,276.71,239.3,255.91,221.72,195.98,335.11,258.34,217.49,308.86,220.08,190.3,217.31,189.35,313.84,140.44,231.17,240.3,202.44,242.96,228.74,270.59,253.17,188.86,210.04,282.98,222.04,238.3,166.92,256.75,338.7
167.34,311.04,182.45,117.75,216.82,174.68,209.95,173.13,166.09,254.47,141.59,175.57,222.41,169.72,139.44,182.77,168.77,258.76,129.055,173.64,178.76,152.22,202.53,206.05,190.75,222.67,133.11,174.29,192.51,179.96,140.36,137.96,197.83,205.41
153.47,250.93,166.4,111.67,222.76,170.57,177.51,158.27,165.3,255.21,135.9,138.19,201,162.39,134.1,167.29,142.54,215.92,117.67,160.26,175.57,137.34,189.96,175.59,150,206.39,109.8,178.19,157.03,162.84,165.13,146.26,240.12,202.99
216.08,334.51,228.56,128.09,250.83,205.62,218.59,199.57,160.65,302.25,193.43,164.65,236,199.48,153.56,169.33,140.74,311.89,127.77,215.66,239.07,203.51,227.71,219.39,512,201.79,134.25,199.04,263.51,199.87,219.66,149.14,252.75,251.73
258.88,335.64,283.07,162.28,384.88,241.66,247.91,268.96,207.06,312.51,252.78,234.7,287.84,292.73,221.48,255.97,231.76,371.86,230.33,373.88,294.01,246.41,293.97,269.16,293.59,227.11,201.31,244.69,313.34,238.24,340.23,240.36,311.32,371.3
181.31,201.86,215.19,175.81,275.83,157.21,179.83,197.08,177,279.56,193.97,197.15,220.94,205.24,181.75,195.89,190.59,240.03,190.75,248.32,230.28,173.57,241.38,208.93,217.22,183.18,161.33,231.57,239.65,227.18,216.65,202.01,220.04,266.82
240.92,322.85,303.76,209.05,351.67,229.97,329.78,282.62,258.79,429.54,259.67,271.78,315.4,248.77,220.06,287.71,258.23,347.61,212.83,351.29,327.08,243.75,339.4,306.2,330.64,278.42,222.35,287.27,357.57,279.86,271.99,217.64,315.12,370.46
209.68,262.01,261.58,181.57,317.04,209.17,256.7,238.14,236.7,296.6,209.92,244.61,291.93,235.01,202.31,250.08,231.27,289.96,182.49,330.94,266.19,247.58,301.49,254.49,263.84,221.53,175.73,237.56,280.92,255.09,295.42,205,283.43,362.75
40.93,89.16,62.17,43.82,88.7,113.97,55.96,54.14,54.6,79.1,66.22,61.16,73.11,62.39,55.61,59.73,66.09,72.66,44.29,84.36,66.68,66.36,72.8,73.47,88.9,50.78,49.19,98.88,67.5,71.58,71.84,72.82,73.29,128.92
71.08,165.19,83.46,54.72,133.95,103.49,118.89,85.69,74.03,103.02,84.25,78.72,117.77,68.82,62.89,77.07,85.94,95.54,72.94,136.48,91.46,72.68,91.72,100.3,98.36,128.82,63.84,103.58,96.7,79.21,76.55,67.15,105.44,109.71
116,238.64,100.9,66.8,143.95,156.37,143.72,109.67,146.26,179.41,91.26,87.3,155.97,87.88,77.49,99.55,87.17,129.25,63.8,97.69,109.25,82.67,117.35,116.92,97.5,163.07,71.9,113.12,103.71,109.69,105.81,80.96,121.83,136.75
169.71,252.15,175.14,111.55,225.76,178.71,219.6,151.28,156.12,257.41,147.57,154.38,224.73,151.71,132.1,167.72,137.7,206.75,118.68,167.49,169.18,141.44,173.22,176.93,190.09,194.16,119.98,173.33,182.47,171.29,177.18,110.74,164.31,218.83
207.8,310.92,237.23,144.96,238.32,207.36,272.24,189.14,178.31,335.19,211.92,220,253.01,177.44,158.16,215.88,172.97,298.85,164.13,179.16,229.23,159.3,252.5,233.76,219.9,223.17,158.29,219.69,232.68,230.75,256.62,155,202.98,265.57
179.88,189.07,205.68,118.03,244.3,166.12,202.06,206.66,167.82,305.05,146.73,156.68,218.28,150.29,137.84,165.86,141.55,221.1,154.42,253.23,179.95,130.13,212.29,181.99,195.03,184.06,125.38,177.93,200.92,231.82,183.35,126.9,192.38,240.88
123.62,234.59,148.25,104.96,181.31,137.22,166.88,134.65,146.62,181.77,127.94,153.72,186.72,130.08,124.82,146.07,148.42,171.04,108.04,154.55,151.29,124.69,183.16,169.64,160.09,189.12,113.11,161.07,136.04,168.12,152.79,141.61,193.58,185.36
109.51,217.37,118.59,72.16,159.09,115.56,141.97,118.51,105.1,170.55,103.39,109.75,174.39,93.96,84.92,104.81,110.51,161.15,93.62,117.03,111.82,89.05,129.81,127.19,117.65,150.05,81.04,121.93,109.86,116.37,114.8,95.79,142.29,157.05
178.225,277.23,181.14,110.34,233.14,161.39,187.43,170.68,142.71,262.8,148.44,160.97,223.07,134.54,124.51,158.1,143.65,225.78,133.38,211.76,191.82,143.03,192.81,196.62,197.36,187.75,122.15,180.2,204.53,206.39,174.93,130.92,199.5,223.31
246.94,456.99,306.83,150.9,379.34,234.08,305.09,234.23,206.84,342.54,234.88,270.64,317.62,232.25,191.38,276.86,199.95,395.19,221.79,360.58,302.79,221.68,326.19,286.85,295.47,193.06,172.6,284.19,349.72,273.08,281.47,176.76,305.83,365.14
241.46,320.23,259.78,165.59,320.88,201.89,312.6,237.18,208.79,236.54,277.54,229.29,321.46,197.88,196.06,239.18,198.53,410.26,227.47,267.28,252.91,182.17,268.65,300.43,279.61,250.03,184.71,235.12,286.03,248.87,242.31,164.09,257.17,305.92
165.48,249,179.19,97.31,251.25,158.89,216.3,183.86,142.04,240.49,148.74,145.8,223.93,135.83,139.31,157.46,139.92,309.21,121.96,186.21,150.82,135.38,178.56,182.87,178.07,207.55,118.04,171.52,199.07,165.97,183.28,115.08,177.08,204.97
150.71,266.67,153.61,102.11,223.83,154.64,183.77,141.85,150.03,241.57,140.29,135.22,198.4,138.2,132.46,147.89,142.54,225.99,155.08,175.49,155.77,122.8,176.41,165.5,158.2,186.62,112.68,171.1,154.99,176.76,156.64,135.9,164.97,184.5
171.38,280.41,170.69,108.95,232.15,167.16,191.46,164.82,162.85,237.78,164.14,153.24,224.29,151.98,141.44,169.83,150.68,274.1,158.25,187.02,172.91,133.46,217.41,182.88,188.02,208.96,126.68,184.71,181.42,179.29,181.18,154.74,194.11,200.48
181.02,350,174.32,95.82,240.82,165.47,195.37,178.02,153.8,269.57,151.17,145.98,222.69,151.48,130.42,162.67,150.93,282.92,151.71,176.96,166.38,134.18,191.21,182.29,200.14,213.7,127.13,178.02,186.18,191.6,179.25,135.19,191.41,196.08
236,353.74,201.08,137.65,308.99,192.3,232.51,208.46,172.64,319.82,178.94,178.39,254.91,173.71,160.52,197.16,168.98,280.02,176.12,243.05,195.41,165.77,204.62,219.04,227.1,216.19,158.7,220.54,258.23,199.59,229.49,147.33,229.84,236.34
287.41,356.61,271.64,183.23,302.99,230.78,258.65,233.95,220.24,353.26,231.85,242.25,301.55,194.69,201.31,251.81,215.97,378.81,183.56,271.03,261.63,209.12,277.54,269.66,289.93,242.43,196.59,248.45,288.39,248.55,262.66,171.93,279.75,336.44
287.68,299.73,256.35,172.1,334.78,231.48,264.56,264.19,197.33,293.03,233.81,218.07,276.16,207.3,210.38,242.51,205.53,364.02,189.25,315,223,216.66,270.98,245.9,294.35,247.29,196.04,236.34,293.62,226.07,261.29,170.98,266.17,267.96
201.31,302.24,212.74,129.29,263.08,211.35,248.36,216.2,196.4,282.17,169.57,188.69,242.89,188.79,178.7,207.06,181.93,316.06,235,208.61,206.36,173.24,257.1,225.01,230.48,256.42,172.16,225.18,208.82,230.85,230.57,169.66,277.76,234.75
234.81,282,240.24,165.45,311.16,203.31,242.68,219.67,233,360.05,236.39,230.52,254.9,219.95,224.15,238.8,216.34,306.07,202.59,277.11,227.69,206.45,260.67,259.62,284.65,264.14,214.58,263.3,282.5,254.47,262.38,225.8,304.78,240.46
242.2,214.58,232.71,187.62,376.95,193.09,217.1,218.23,214.94,256.04,262.16,224.14,267.93,210.4,207.14,218.82,200.18,234.01,219.92,284.7,234.1,209.73,254.68,234.02,230.2,200.84,215.67,273.53,276.96,232.28,246.06,223.08,273.99,210.88
200.47,233.5,204.33,147.67,338.19,193.29,201.83,186.04,180.35,273.24,183.72,208.55,219.05,178.64,225.07,208.6,175.28,236.86,169.62,246.91,208.01,193.65,235.07,233.6,201.82,175.1,182.75,220.42,253.96,208.93,245.5,180.52,237.77,209.5
238.98,303.88,239.39,157.57,352.58,216.26,246.77,199.8,210.19,257.83,167.14,206.96,244.32,194.57,227.23,220.12,179.71,284.25,188,325.45,241.1,197.74,265.11,244.97,226.38,200.31,172.13,236.97,272.74,234.67,262.43,198.26,284.58,238.58
278.01,371.34,275.75,218.82,367.45,244.99,292.81,257.8,255.08,341.12,243.8,272.7,289.69,223.06,252.65,267.75,241.27,395.65,284.36,343.06,245.72,241.21,299.65,305.68,298.46,257.36,176.69,229.92,323.89,284.23,274.38,271.15,321.96,293.08
186.92,248.08,192.03,137.25,276.26,195.94,196.64,188.92,178.92,247.74,134.13,164.76,248.43,151.58,177.65,179.41,181.82,317.76,164.06,200.27,176.84,163.76,211.17,196.8,200.56,226.99,152.68,212.06,197.25,212.39,198.88,178.23,210.96,211.17
311.58,325.44,259.88,169.56,307.58,239.2,283.18,259.97,205.44,360.07,201.54,220.24,313.86,189.79,196.51,233.3,199.45,341.14,214,278.33,292.6,190.5,290.26,261.53,268.39,239.45,182.21,262.78,296.19,281.76,297.27,193.97,262.92,294.34
353.25,430.97,324.65,185.24,396.2,270.25,379.82,314.89,267.8,411.19,240.39,298.08,354.15,236.09,256.68,319.24,234.32,466.88,242.55,332.21,333.7,265.45,350.23,338.01,337.95,254.76,220.15,275.93,368.28,309.35,327.75,230.36,399.71,352.11
224.68,271.48,220.51,148.68,310.76,217.96,251.5,230.52,213.18,307.03,173.92,228.24,279.03,175,192.23,216.79,201.27,319.3,221.08,252.92,198.68,188.66,244.22,230.24,231.56,254.53,171.4,215.93,236.75,224.57,239.51,181.8,251.15,239.1
244.42,302.71,245.82,126.77,350.9,255.27,223.88,274.15,207.6,334.21,185.51,223.2,283.48,188.62,187.15,230.47,202.8,371.79,245.52,243.54,200.4,185.03,251.88,236.12,258.25,271.51,176.43,227.01,253.27,222.76,241.26,198.25,267.75,259.51
258.7,378.32,246.93,133.03,322.46,243.28,246.22,240.58,221.48,360.09,258.29,224.48,305.08,186.82,178.04,211.31,199.51,372.74,194.98,245,212.62,197.14,240.6,228.22,281,242.35,175.25,260.87,308.6,235.57,259.22,208.06,274.56,273.29
409.26,442.71,301.81,144.74,401.31,300.89,292.06,315.46,192.91,523.84,187.76,272.91,372.65,192.71,213.82,253.76,210.2,465.8,200.78,343.17,261.76,237.26,311.76,281.83,318.38,236.31,222.95,249.72,344.75,274.65,330.81,184.59,298.41,347.11
389.54,406.92,360.86,162.38,424.4,439.36,302.95,350.07,232.01,390.25,214.05,280.71,357.75,214.11,217.55,266.89,248.28,472.37,216.38,374.17,253.78,284.37,298.71,301.51,376.04,264.08,214.1,273.27,378.33,296.43,364.28,218.49,362,403.78
440.88,420.28,340.24,209.77,478.52,377.94,351.31,413.05,263.35,350.73,273.32,233.86,371.05,241.58,258.65,337.05,255.1,495.01,233.68,397.29,286.36,269.32,392.49,326.15,356.26,268.58,229.95,333.1,456.08,303.2,371.61,221.4,330.25,398.99
346.42,388.58,342.48,223.52,484.35,334.46,413.33,284.67,348.39,334.74,252.09,249.33,402.31,296.09,289.77,385.76,301.7,485.94,285.62,474.25,376.61,281.89,404.84,360.38,387.21,304.56,277.48,331.08,422,356.23,391.94,275.44,397.5,353.67
199.25,208.01,212.17,123.21,305.65,250.21,257.93,245.53,198.34,215,141.53,136.17,278.25,171.91,172.12,189.97,176.36,393.67,194.5,244.75,204.92,167.1,234.38,214.08,244.41,234.74,150.17,220.37,252.77,242.91,218.97,178.99,215.54,228.44
279.1,257.18,259.75,168.76,391.59,252.65,302.17,288.12,228.7,356.21,218.43,182.76,294.69,231.26,223.58,194.57,210.15,391.94,219.42,341.58,263.44,235.07,329.96,270.57,300.71,254.29,218.34,318.21,374.46,262.85,337.28,203.87,280.08,320.08
278.04,254.65,269.14,171.8,406.55,258.2,290.29,257.79,239.35,365.38,186.2,170.44,294.95,200.75,230.83,174.79,221.04,343.41,198.17,358.21,266.66,238.01,297.19,280.75,309.36,258.34,214.62,287.03,334.93,262.85,310.74,239.16,285.83,310.38
341.33,292.82,321.97,155.15,362.58,316.81,299.82,336.1,238.73,371.2,188.69,162.58,336.21,242.58,225.39,251.06,252.34,415.46,227.78,324.25,255.78,262.8,298.19,304.5,352.41,293.65,225.67,281.47,363.4,333.58,336.45,213.75,327.17,344.39
292.88,268.52,263.64,173.76,341.46,268.03,316.97,302.26,221.06,375.43,205.64,146.22,301.15,228.01,207.77,245.79,209.34,394.77,199.83,278.79,242.49,209.68,276.04,252.05,309.68,260.23,192.4,263.04,308.65,288.15,279.85,174.71,242.28,298.53
329.04,295.5,310.89,162.51,398.1,330.03,329.25,369.49,237.99,403.93,230.12,158.02,338.89,237.67,210.33,240.74,220.34,507.16,248.67,324.93,261.41,232.47,300.73,278.82,326.67,268.98,213.34,305.76,363.97,330.88,311.74,215.21,298.59,342.35
379.04,304.79,331.81,149.6,434.78,346.54,314.82,401.14,245.4,416.81,225.06,179.08,383.85,251.27,231.37,229.45,255.03,500.88,227.67,317.73,260.74,260.67,312.98,283.12,351.71,313.7,219.79,284.38,418.19,324.63,365.9,190.42,305.29,375.7
363.62,290.82,315.53,146.14,412.95,330.07,329.3,257.82,206.44,423.71,219.65,139.55,389.91,262.56,217.49,243.33,214.99,463.67,222.04,347.21,242.2,247.1,287.17,270.6,323.16,266.51,203.26,279.21,377.27,316.79,333.97,181.71,297.3,345.68
372.84,322.83,302.04,147.56,429.24,343.26,339.38,374.81,195.24,451.29,273.01,144.45,366.63,292.15,223.44,333.2,224.4,493.23,219.17,387.27,246.69,251.9,303.79,289.89,328.62,275.86,225.69,285.96,376.56,305.39,338.26,192.33,309.02,363.98
325.68,313.91,303.01,148.84,385.39,345.45,293.38,344.34,264.07,384.42,180.54,140.88,349.93,269.82,233.06,356.43,254.45,442.34,254.02,334.51,256.79,250.23,283.04,303.35,329.35,311.56,220.72,273.25,353.61,271.66,331.48,224.61,317.09,340.88
336.2,363.48,322.36,145.08,394.99,336.32,304.89,358.11,206.27,453.62,183.76,137.15,361.59,268.02,227.74,324.18,244.26,448.92,326.67,331.2,242.44,260.54,282.03,283.49,351.27,282.15,207.54,289.81,395.65,335.6,342.73,195.37,299.36,349.58
321.75,321.54,282.91,154.77,387.65,296,301.08,277.88,223.22,354.91,179.75,134.6,303.15,216.04,215.83,337.58,234.06,428.43,222.34,342.53,257.94,207.21,318.38,309.45,294.09,257.46,226.04,250.97,332.86,283.97,331.74,199.46,291.78,330.67
401.2,473.34,352.82,187.25,504.75,352.48,408.1,390.53,306.51,431.55,223.87,207.56,436.63,269.12,266.31,431.01,275.08,525.02,268.71,441.93,346.44,291.48,418.45,341.19,365.29,289.68,240.69,296.47,443.51,371.49,385.38,245.77,345.44,352.75
352.14,396.42,318.8,185.71,411.46,324.48,323.65,343.81,324.5,345.74,186.87,175.35,310.67,331.33,326.04,374.65,348.1,452.64,306.67,371.59,320.35,286.38,352.92,323.91,344.92,355.25,273.9,346.23,376.3,364.46,380.78,331.74,395.1,363.88
211.57,287.02,242.44,149.59,302.85,323.21,245.41,177.24,236.42,235.35,140.08,126.13,228.18,197.17,205.61,255.46,202.21,294.42,207.04,295.42,234.34,208.95,262.24,228.81,238.03,282.24,163.4,230.79,249.97,331.535,302.97,209.42,282.4,280.56
277.62,307.2,310.74,174.88,380.91,321.94,305.76,254.7,270.07,327.98,188.63,171.18,320.42,250.96,253.76,343.43,249.45,508.1,253.17,367.86,285.99,284.13,336.35,301.15,368.61,269.08,213.57,279.91,354.52,298.61,353.82,221.88,333.91,299.01
280.57,361.64,282.55,170.67,412.78,271.05,316.82,251.29,226.8,351.36,199.75,176.59,281.47,226.11,255.855,330.04,243.96,453.01,295.62,322.71,265.7,244.98,335.46,289.7,348.85,260.64,216.39,293.27,310.74,269.57,337.26,224.71,325.3,269.17
330.24,456.52,305.45,170.5,441.8,355.12,384.58,295.27,205.86,388.47,220.12,171.76,345.56,231.05,257.95,379.56,248.8,449.18,223.23,361.12,324.75,245.84,370.94,263.64,315.94,247.53,221.42,306.95,366.25,375.65,382.04,219.76,310.67,290.12
434.57,511.89,428.25,208.96,493.33,456.03,397.23,454.54,316.4,462.01,248.56,211.77,415.9,305.53,286.47,396.57,370.8,622.1,342.68,414.79,335.36,356.88,400.36,352.98,468.28,333.48,253.83,345.79,422.35,347.92,480.12,278.83,453.03,360.67
306.8,348.58,282.68,175.29,396.78,315.84,304.87,295.44,281.05,399.15,192.02,192.5,336.44,262.81,250.44,323.25,252.53,466.21,290.92,337.21,319.72,250.12,308.93,267.51,325.21,308.85,226.11,315.8,330.43,319.72,337.01,293.67,352.25,243.46
440.33,431.48,355.99,221.71,481.47,412.28,391.34,404.39,358.33,415.96,251.69,341.56,397.98,332.68,326.43,326.8,348.34,471.41,373.54,443.1,366.08,342.76,408.89,382.34,351.69,354.07,300.23,381.01,385.82,385.94,447.7,371.29,437.57,307.7
238.23,312.69,238.2,148.1,228.38,231.45,252.52,188.81,235.68,256.78,127.07,200.81,237.59,173.99,185.81,242.68,206.9,290.29,180.22,255.98,233.52,204.31,215.54,235.86,241.89,238.59,168.48,240.23,221.23,264.8,262.4,222.33,304.29,192.38
351.79,349.35,267.68,184.22,372.71,267.58,352.37,280.78,235.74,411.92,210.74,240.73,320.16,231.13,217.63,327.16,226.69,458.57,277.17,360.71,264.54,268.78,271.88,255.7,302.95,283.75,216.7,282.58,334.06,302.75,324.14,207.62,338.76,250.13
311.64,332.4,308.26,222.49,435.54,305.39,340.73,368.79,286.59,393.57,230.62,267.07,360.04,277.46,261.52,351.08,289.85,511.85,324.54,359.71,288.43,270.99,296.95,297.67,348.58,332.16,254.87,316.52,333.94,307.87,338.91,274.33,325.12,257.46
297.09,322.13,328.65,203.03,381.36,303.71,291.34,391.66,280.83,365.37,191.66,236.09,352.46,224.77,242.24,295.84,249.71,421.69,292.99,329,289.26,280.43,276.91,263.97,333.37,325.5,234.57,313.41,323.86,319.44,297.76,273.17,310.83,288
224.44,275.87,295.29,150.13,294.4,192.51,264.26,206.28,197.97,281.82,194.33,194.02,225.36,195.31,184.72,241.76,225.38,358.32,266.68,302.88,219.7,202.87,252.52,228.88,239.71,231.52,156.61,251.9,251.73,243.85,257.62,200.63,248,201.79
442.38,436.24,363.42,196.8,466.71,368.41,340.49,452.89,237.74,404.97,237.55,273.56,389.92,239.22,233.89,324.45,265.15,547.29,345.93,395.21,259.91,306.37,292.78,288.83,369.43,287.61,302.94,285.09,402.57,272.68,520.18,204.58,341.34,305.78
470.45,442.5,377.09,221.01,478.68,384.24,364.8,332.7,271.56,467.64,255.48,301.05,409.93,282.45,247.44,370.67,304.56,485.01,317.12,462.04,315.99,314.91,322.1,320.21,374.84,316.09,300.92,326.35,462.09,331.95,480.83,240.13,393.11,336.09
432.84,425.75,393.48,152.91,463.64,444.14,307.11,391.34,278.24,502.88,183.38,297.33,432.3,286.79,262.2,390.14,319.73,542.89,270,456.63,316.9,313.76,301.61,341.08,397.32,348.96,290.35,304.09,420.25,311.6,470.17,237.1,420.03,334.5
333.68,406.28,302.39,136.97,379.57,329.35,288.07,290.64,184.23,424.22,155.82,234.2,323.21,240.07,209.16,300.14,241.09,501,223.32,356.84,247.27,269.49,253.28,272.49,313.7,270.15,240.55,292.03,373.45,283.41,386.73,202.3,332.84,300.04
269.58,371.55,307.52,165.24,419.64,256.53,318.96,272.39,240.9,322.33,177.42,303.09,286.15,279,273.16,341.88,288.46,390.1,268.33,399.34,310.38,274.88,317.82,313.76,327.18,288.21,252.92,281.24,352.26,284.12,399.2,291.83,362.34,300.93
268.75,252.83,245.28,165.47,308.77,213.24,249.76,226.9,213.11,294.62,157.6,252.11,218.41,242.35,251.45,271.06,263.88,295.07,251,309.04,267.28,195.2,270.38,259.78,270.22,246.3,221.14,267.8,266.64,258.65,303.55,290.78,270.35,241.53
