V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V13,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
34.63229167,105.6125,32.05451389,17.7315625,17.69782609,55.805625,25.6859375,49.17541667,82.83478261,41.53636364,21.4565625,12.88848039,92.87951389,89.55833333,37.334375,9.478645833,38.95416667,127.33125,36.290625,18.61145833,22.17083333,79.7557971,21.8753125,49.39371528,77.753125,86.078125,50.16979167,42.79791667,50.77243056,68.91875,32.6625,19.34256944,15.10035088,1.869791667,31.959375,30.85833333,65.84965278
27.65381944,84.75,24.50416667,16.21770833,11.66630435,55.8771875,22.76354167,30.32534722,73.32391304,32.47222222,18.9059375,12.10572917,57.890625,71.49166667,31.04479167,11.00197917,33.01111111,128.6736111,34.90277778,13.51354167,13.815625,71.77291667,21.28739583,47.51253623,67.35729167,70.92604167,43.93541667,39.35833333,29.17927083,58.88854167,22.72986111,18.63486111,22.337375,1.339236111,33.12916667,24.41354167,57.20416667
31.98055556,93.26736111,28.07395833,16.73190476,15.24311594,55.98674603,14.9125,37.92118056,68.73152174,36.81770833,17.5265625,10.2223913,83.93181818,44.03263889,32.43645833,10.7809375,35.76875,130.7114583,37.296875,14.56875,19.33541667,74.26666667,18.631875,42.40979167,71.24270833,71.209375,46.03541667,37.77361111,35.17270833,63.096875,27.65,18.93170139,21.33715278,1.694097222,33.196875,27.08854167,55.45
41.96631944,112.5677083,30.75104167,16.83041667,15.94673913,55.97020833,14.0271875,41.72916667,65.0576087,37.08854167,17.4896875,10.64140351,126.0324074,14.93854167,36.7375,9.571354167,39.20340909,133.421875,39.39166667,13.47916667,20.778125,84.15520833,20.25333333,42.61277778,78.34375,80.62395833,42.65208333,41.61875,39.815625,66.01354167,34.590625,19.03045139,26.06496032,3.825,32.41041667,31.66423611,60.68854167
47.76805556,142.6572917,37.88506944,17.26708333,19.32173913,55.80614583,13.141875,41.54270833,62.31304348,51.95520833,23.27302083,11.77525,179.7975694,16.590625,46.63645833,9.302708333,48.90208333,141.415625,45.51354167,20.80416667,26.2125,101.9875,29.866875,53.89131579,86.43854167,95.14375,44.46145833,45.13985507,47.18520833,78.571875,39.93541667,19.26475694,49.92680556,21.625,41.790625,38.84270833,69.36625
35.04375,117.85,41.53541667,16.13083333,17.00326087,55.9428125,16.21125,48.11076389,46.98043478,43.61666667,18.81666667,10.57159722,148.0920139,14.54791667,38.75520833,9.439479167,55.09090909,136.68125,45.19166667,18.77604167,22.153125,86.23854167,23.20114583,48.64145833,71.946875,78.39791667,41.659375,39.57826087,43.04614583,66.75104167,37.3375,18.90086806,19.98710145,27.16111111,39.39791667,31.00520833,66.15192308
42.59583333,101.9296875,36.340625,15.99375,14.98913043,55.91645833,14.86492424,33.75520833,72.3173913,38.478125,15.09427083,11.01784722,154.5006944,13.96875,35.77604167,9.51375,45.12708333,131.2895833,37.11354167,14.15208333,20.67840909,70.90326087,21.25864583,39.7196875,73.75833333,75.12256944,34.05416667,40.41325758,37.89395833,56.60868056,34.34791667,20.19375,19.01464912,23.94848485,33.09409722,30.08958333,60.70958333
40.02083333,149.0083333,33.78958333,15.99833333,14.96304348,55.43480392,16.77833333,37.15173611,53.71184211,34.67708333,7.842291667,11.18090278,125.7322917,11.70694444,32.15,7.783854167,38.53125,131.4126812,40.428125,14.93541667,21.11931818,62.18333333,14.15746377,37.97545139,58.86979167,69.04565217,28.31875,32.71898148,39.38989583,52.23125,29.71875,22.62583333,21.9884375,22.7125,25.7875,27.15208333,46.13541667
17.82916667,102.121875,16.871875,15.2490625,5.576041667,84.39721314,16.92895833,14.69409722,41.25833333,22.05590278,14.80989583,10.70802083,46.275,6.414583333,22.88958333,10.63833333,23.42604167,125.184375,28.290625,8.757291667,9.206597222,46.75729167,16.62945833,26.65197917,43.52083333,36.61354167,27.6125,30.12179487,21.0978125,36.46666667,12.42916667,34.03136364,25.06072464,11.6375,23.08020833,16.08854167,26.66111111
23.06736111,111.534375,18.928125,15.11791667,6.028819444,113.3596224,16.21291667,20.75688406,36.02391304,23.06770833,15.005625,11.2681746,45.84548611,7.573958333,22.65978261,12.39291667,25.1625,119.4291667,25.53541667,8.622916667,11.57013889,47.425,52.58510417,28.36715278,45.73541667,41.003125,32.91875,26.29204545,18.32197917,34.16145833,16.73125,48.66121528,26.71461806,13.721875,22.41770833,17.21875,25.99166667
15.1375,82.87986111,18.52916667,14.74677083,6.363541667,142.3220316,15.25270833,19.51840278,25.47644928,27.821875,18.7040625,11.31013889,51.64965278,8.947916667,22.71354167,12.51302083,23.93854167,130.709375,30.92395833,10.43020833,11.84791667,40.30104167,76.07729167,28.14039855,33.73125,35.86076389,32.97666667,28.76354167,19.94510417,33.63333333,18.084375,48.28645833,28.01663194,13.00729167,23.68819444,16.209375,28.703125
12.825,72.31458333,15.06319444,14.610625,3.720833333,171.2844408,16.13927083,12.71076389,37.72282609,23.33125,19.8225,11.17166667,48.96736111,9.119791667,20.79236111,12.5827381,24.70833333,132.8489583,28.23125,8.398958333,9.632291667,41.575,74.46875,25.37996528,35.30625,29.88645833,56.5,20.734375,24.77465909,31.54375,11.140625,50.94503472,29.97569444,9.83125,22.92083333,15.64895833,27.01666667
20.15079365,72.184375,17.69791667,14.10447917,5.026041667,200.24685,16.26354167,11.51284722,42.1076087,20.253125,17.725625,10.29538194,46.53263889,10.95729167,17.60151515,12.66854167,23.759375,127.2697917,26.41041667,5.183333333,11.428125,36.20729167,77.44447917,27.65916667,38.13645833,36.71458333,44.51145833,16.46875,57.1496875,23.67083333,13.24479167,51.19138889,29.5575,13.753125,19.86041667,16.66041667,25.84270833
29.58194444,84.32395833,28.02291667,15.89625,9.508333333,229.2092593,16.16041667,28.25555556,42.81847826,32.865625,21.29791667,10.775,104.7149306,15.8875,31.334375,12.20177083,35.50416667,146.3927083,38.40520833,14.19090909,23.18478261,65.384375,86.34645833,36.12420139,56.46875,58.01770833,56.25034722,18.91071429,24.35083333,43.42916667,27.86979167,59.29409722,31.44690972,20.83333333,37.2875,24.965625,36.80208333
23.68854167,77.84444444,27.565625,15.56447917,8.832291667,239.8652083,16.67385417,25.80763889,37.81847826,32.80416667,26.35791667,9.572881944,86.51805556,13.034375,27.58020833,12.60739583,31.36701389,143.6229167,38.45104167,14.5375,21.0125,58.48125,30.77996528,36.59746528,45.56388889,41.73229167,58.32395833,26.97651515,25.00520833,38.371875,24.28020833,56.52284722,27.61515152,16.00104167,29.09270833,19.86145833,33.15104167
32.84583333,117.3427083,42.21979167,16.0534375,16.16527778,192.7764236,16.23677083,51.43298611,44.24782609,47.7875,22.81177083,11.65105263,146.5559028,18.97673611,38.71875,10.9971875,41.88784722,151.7385417,52.31979167,25.31840278,30.52083333,78.175,36.19864583,51.36020833,64.98541667,77.88333333,64.08478261,43.23854167,41.62822917,60.12708333,47.09583333,66.98947917,23.45066667,29.50381944,41.19166667,34.66770833,47.02604167
35.94444444,103.6010417,29.75,15.21364583,15.24479167,6.050833333,17.31375,43.86284722,27.97282609,36.67604167,20.1309375,11.57163194,104.3045139,13.878125,29.390625,11.43885417,29.490625,152.5947917,44.36666667,12.65,30.29895833,57,25.51125,40.62170139,54.41527778,54.72708333,53.62083333,41.31354167,29.16739583,36.38888889,32.83541667,23.43350694,21.53440972,26.21354167,28.29340278,26.42881944,35.34583333
34.95,121.5729167,35.965625,15.18010417,13.84340278,6.512083333,16.35822917,31.18194444,44.62282609,40.37604167,31.32604167,10.87989583,94.46742424,15.21875,37.33333333,12.37395833,38.84895833,153.434375,45.12604167,20.12326389,27.60416667,76.603125,53.14875,47.6259375,66.26666667,59.50208333,59.70520833,46.15520833,30.55864583,55.92048611,33.59791667,49.03851449,23.05989583,23.184375,35.43541667,28.10833333,44.64375
41.16145833,121.4104167,30.065625,13.68375,14.03229167,4.510347222,16.08284722,27.85104167,31.54384058,28.18541667,22.76020833,12.20586806,87.26363636,14.48923611,27.740625,12.0496875,28.55520833,149.021875,39.62708333,17.278125,25.703125,54.27395833,88.43863636,41.24851449,57.721875,65.06145833,54.4875,38.63854167,25.31291667,36.34895833,29.865625,62.40263889,17.16163194,25.84513889,25.171875,27.27916667,32.884375
23.528125,88.27604167,18.57291667,13.60697917,6.736805556,4.963541667,15.9725,24.61180556,31.82934783,26.64791667,20.95104167,10.88583333,59.87951389,8.546875,21.71041667,12.30552083,22.34479167,146.553125,34.06770833,15.21145833,17.396875,43.65,86.71844697,34.18940972,36.36354167,37.07569444,56.18958333,26.278125,23.13760417,34.87291667,20.26354167,50.48559028,17.23260417,14.58958333,27.69895833,16.640625,23.50104167
14.60625,60.20757576,16.89583333,13.26979167,4.717708333,3.388958333,16.46,17.65,23.71195652,21.15833333,17.31291667,10.82720833,49.07291667,6.408333333,21.07083333,12.50625,19.221875,126.3427083,31.84642857,18.51493056,12.98784722,39.61979167,55.59184028,29.63190972,23.16041667,31.63958333,48.90729167,17.49270833,20.66602273,27.94166667,13.27083333,43.71545139,12.70611111,11.42916667,22.20833333,14.17708333,18.71145833
13.76354167,55.71157407,15.20729167,13.21864583,4.272916667,2.5796875,15.89416667,15.02083333,25.28478261,18.67395833,16.19958333,10.78461806,45.32083333,6.377083333,19.68854167,12.61395833,16.99895833,73.72875,26.1875,14.45,11.43541667,37.996875,15.7678125,25.73534722,22.56597222,27.14583333,46.709375,14.73854167,18.82375,24.09270833,12.34375,40.66756944,13.49034722,11.12673611,20.671875,13.86979167,18.92291667
21.14340278,61.47395833,22.62395833,13.01322917,8.135416667,3.948229167,16.00572917,15.47083333,34.77391304,25.33958333,17.55708333,10.51545139,62.82743056,8.948958333,24.58541667,12.44260417,22.48020833,27.9875,27.86666667,15.95,15.59791667,46.67708333,13.95416667,30.48326087,37.16145833,40.334375,40.48958333,21.41597222,18.5545,31.29270833,22.49895833,47.76586806,10.97847222,15.37048611,23.79479167,25.78958333,22.18611111
22.403125,93.06979167,27.175,14.17197917,8.33125,11.58447917,15.73489583,14.94861111,38.76413043,33.44444444,22.4178125,10.03833333,75.43645833,10.78125,26.93645833,12.11333333,27.709375,44.46770833,30.54895833,17.77118056,14.78229167,62.71979167,15.42427083,35.41465278,48.465625,50.325,41.27934783,35.85384615,29.59442308,38.22083333,24.26666667,53.40184028,11.65659091,16.10104167,21.81875,37,29.21458333
37,140.0479167,34.684375,14.45510417,13.48020833,16.40395833,15.75239583,21.39409722,39.12608696,35.80034722,23.09114583,10.35847222,76.57951389,14.0625,29.44375,11.55145833,33.33541667,64.778125,35.07291667,15.65208333,21.05,73.18229167,13.29854167,44.01461806,59.775,81.87173913,39.90882353,39.74895833,26.30666667,38.43645833,30.76145833,61.11350694,30.4395,22.68020833,20.85208333,49.71458333,41.53333333
36.77569444,138.0517361,38.015625,14.48927083,10.81231884,15.9034375,14.46270833,17.75555556,49.80326087,31.36770833,20.03833333,10.05496032,64.75138889,13.903125,28.12916667,10.87895833,32.36354167,61.47291667,34.67916667,13.23333333,13.70729167,70.99270833,13.6009375,38.659375,61.125,86.83541667,38.07135417,37.10520833,25.70114583,43.47395833,24.76979167,59.15284722,26.49705882,22.878125,22.25104167,55.59384058,41.03993056
29.39375,120.5104167,29.59375,14.34416667,11.99652778,15.98875,16.11375,19.32465278,27.98152174,29.19756944,20.8703125,8.933263889,63.98229167,12.25625,27.15104167,11.79541667,27.75104167,68.13377193,33.05625,12.86909722,19.42708333,66.840625,14.27552083,32.20802083,25.20208333,71.18541667,30.9212963,26.87083333,21.948125,36.02395833,27.771875,54.5228125,18.966875,21.14270833,23.6625,49.35729167,33.88229167
24.00625,101.765625,29.09479167,14.31760417,13.85625,16.158125,15.18885417,22.70069444,32.23369565,29.07395833,19.8959375,8.816413043,90.45138889,14.02894737,30.221875,12.3675,27.30729167,73.95131579,35.709375,15.04791667,26.85104167,72.028125,15.6046875,37.51489583,51.18012821,67.109375,36.33373016,26.25208333,23.60125,38.5,33.603125,46.26322917,25.99527778,20.81875,27.628125,42.93229167,33.42604167
28.62569444,149.7340278,29.29166667,14.2359375,9.520833333,18.31364583,16.06041667,14.88472222,69.94130435,28.14166667,21.45135417,8.817731481,87.75984848,66.35729167,26.75729167,11.45291667,28.903125,73.64479167,29.11458333,13.02604167,16.76145833,64.97083333,14.44635417,38.35246528,71.34791667,75.15416667,44.46166667,39.6375,29.91965278,41.77395833,21.11145833,37.3096875,40.78138889,16.14270833,22.70833333,53.3375,38.653125
33.88368056,155.8427083,33.721875,14.46760417,11.66041667,20.93697917,16.41864583,24.70868056,58.21956522,33.2875,25.14072917,8.978055556,71.02395833,57.09583333,27.58125,12.44395833,32.271875,74.85,32.97395833,14.11215278,17.18645833,63.60416667,17.72489583,46.2684375,79.61875,80.728125,45.08293651,42.7875,32.79760417,56.409375,22.71145833,52.03450758,44.35743056,17.32708333,24.05208333,55.190625,42.11666667
47.94130435,202.857971,47.52986111,15.05010417,18.37673611,17.65916667,16.101875,56.7625,62.8076087,46.66376812,27.91166667,9.103645833,145.7145833,67.19583333,42.02348485,10.29552083,49.35595238,90.87708333,39.44431818,17.73405797,28.36666667,96.75486111,23.28271739,51.79416667,93.571875,100.5354167,66.13541667,44.64166667,50.34554348,86.28674242,48.5452381,68.135,46.19489583,31.83684211,34.63159722,75.046875,53.14583333
44.03958333,203.0517361,48.48382353,15.4078125,24.34861111,17.119375,15.61284722,57.77743056,45.41174242,54.975,34.29479167,8.7575,152.5308824,95.06875,40.1,9.8078125,45.32604167,100.7604167,43.06041667,24.82152778,30.95763889,94.23333333,26.961875,52.94358696,74.49375,89.80486111,76.58541667,48.89131944,45.10958333,82.48043478,45.78125,69.66253472,31.95857143,22.68240741,34.496875,74.73333333,57.98854167
44.63645833,163.015625,48.01833333,15.32145833,22.36594203,17.44604167,16.00833333,65.134375,44.42391304,48.615625,33.02489583,9.941992754,129.8885417,90.92604167,36.37916667,11.44708333,46.134375,91.38784722,50.42083333,20.06840278,38.634375,112.9,25.0521875,44.16309028,75.58645833,82.81354167,71.67291667,40.403125,44.44916667,91.046875,50.76875,62.10513889,101.5008333,28.63690476,39.34097222,56.12175926,57.14479167
33.29270833,154.675,32.16145833,14.66552083,15.29826389,16.45645833,14.21544118,48.18263889,39.2423913,39.73333333,26.72395833,10.19885417,64.49895833,70.60625,30.12419872,10.82885417,33.79166667,86.56875,38.79166667,20.29583333,22.925,74.66354167,17.43635417,44.40326389,60.31458333,60.2125,54.98333333,38.62083333,30.99052083,73.53229167,33.765625,58.27625,80.90729167,27.94702381,31.453125,32.06666667,41.51458333
28.61190476,123.7363636,15.79270833,13.86958333,4.689492754,16.91107143,16.16072917,17.221875,19.64166667,18.03125,18.64684783,10.00152174,28.53269231,43.20729167,23.86923077,12.69510417,20.03020833,74.93541667,25.76666667,6.317708333,11.628125,44.79583333,13.4046875,26.208125,33.45833333,40.296875,46.05,34.69791667,15.884375,33.171875,14.76666667,44.22277778,56.39066667,17.66987179,18.41458333,42.83944444,29.57083333
19.459375,104.4381944,18.10520833,13.28045455,5.236594203,17.35533333,27.01010417,15.03472222,40.52608696,21.99791667,20.52616667,10.17307971,36.94702381,42.03541667,23.48090278,12.13916667,21.21458333,72.20104167,25.44791667,6.461458333,9.85625,51.15625,13.44105263,27.73954861,47.25833333,45.63333333,42.25208333,32.45625,16.04802083,42.465625,12.50652174,44.41694444,38.11215278,19.88137255,17.34270833,33.353125,29.41458333
30.25189394,120.3895833,22.39583333,14.0584375,8.965625,17.24625,24.2559375,25.85798611,34.95434783,26.40138889,19.08697917,10.74299242,40.37272727,48.70833333,31.93541667,12.44604167,28.16979167,77.65625,31.30568182,10.64305556,17.37604167,76.32234848,14.70583333,32.26579861,59.02361111,56.56770833,39.2859375,35.79583333,19.16229167,57.81145833,20.57083333,52.03288194,38.70704861,20.07013889,27.27604167,47.8625,32.41666667
19.21666667,86.79618056,12.384375,14.09302083,4.603472222,18.37302083,25.20697917,14.54583333,34.99021739,12.54791667,15.86833333,12.000625,40.75945786,34.51770833,18.746875,12.82802083,14.57083333,70.61875,25.43333333,7.861805556,10.440625,40.09895833,12.20072917,24.82284722,38.06666667,24.41666667,43.278125,26.44479167,15.75114583,37.16557971,8.5,37.78554167,36.57538194,12.27534722,18.51770833,29.96875,23.87708333
23.10277778,128.5819444,17.53645833,14.32395833,6.608333333,17.84479167,28.02197917,13.340625,55.9826087,21.47083333,21.35520833,12.01993056,41.14618845,44.69166667,24.31875,12.74395833,20.62916667,75.02604167,31.74041667,10.24583333,11.36875,52.946875,16.6865625,31.07913194,61.25625,44.340625,103.1,41.12708333,16.44322917,41.14807692,10.58229167,41.05916667,43.09784722,14.03090278,20.315625,31.14583333,31.509375
45.59125,163.2510417,26.96458333,14.65887681,9.969791667,17.7471875,26.019,14.88991228,49.86847826,32.109375,24.558125,11.45642361,41.53291903,53.33958333,28.87395833,12.428125,28.26875,69.65,40.67604167,12.37083333,15.74895833,67.75416667,16.47854167,35.72559028,65.52604167,63.61630435,105.8666667,39.69375,21.34916667,59.43076923,22.37673611,42.53528986,39.41697917,21.25507246,21.11145833,44.65729167,40.12291667
41.6125,192.0694444,40.621875,14.98447917,15.3375,15.32520833,22.78492727,27.98611111,46.09891304,44.87395833,22.69489583,13.43486111,41.91964962,62.02083333,38.915625,8.5778125,41.53541667,85.69791667,52.61875,19.62847222,27.46979167,79.70833333,21.863125,45.65447917,65.16875,79.45,112.8572917,47.13854167,44.11125,70.42282609,36.74583333,54.58628472,33.81645833,32.36706349,28.79583333,63.65520833,48.78993056
34.91006944,143.8138889,22.52604167,14.68916667,11.14236111,17.09666667,19.55085455,28.78715278,38.45543478,21.33263889,17.73427083,11.10388889,42.30638021,44.20208333,23.27291667,12.11145833,22.340625,69.76125,40.4875,8.974275362,19.42463768,58.82604167,15.60385417,33.32364583,46.33159722,53.11215278,94.17708333,33.58854167,19.99947917,44.81458333,21.13645833,41.37145833,35.72899306,24.35277778,26.98958333,45.19583333,29.18194444
17.45,111.7076389,14.41840278,13.85458333,5.273263889,17.26180556,16.31678182,23.76493056,29.23043478,15.525,11.95833333,12.04631579,42.6931108,27.56458333,17.740625,12.4015625,14.15520833,52.10357143,31.06770833,6.017708333,8.346875,41.33958333,11.33145833,24.85701389,33.37604167,33.25659722,79.71458333,24.22604167,28.145625,22.31089744,9.240625,34.03840278,31.98857639,14.51269841,12.33461538,32.33508772,24.51190476
15.89791667,106.959375,8.697916667,13.8771875,4.040625,16.88208333,13.08270909,22.18020833,24.20217391,14.28333333,16.46833333,11.35631944,43.07984138,23.62048611,19.76354167,12.84177083,14.52534722,61.13571429,31.68020833,6.686805556,12.89791667,49.79375,11.00895833,22.15559028,28.284375,23.90104167,88.909375,21.42386364,21.05708333,27.03541667,12.40625,30.92697917,30.63826389,11.82777778,19.10833333,26.09791667,16.825
14.71458333,154.5145833,10.68229167,13.735625,3.663194444,17.07427083,9.848636364,21.04409722,24.53913043,14.06309524,24.2896875,8.109618056,43.46657197,24.26458333,17.621875,12.8253125,14.59891304,56.75104167,31.875,6.308333333,10.728125,38.44270833,11.69697917,22.69368056,25.63125,23.81041667,99.403125,25.153125,14.76385417,27.01041667,9.037847222,31.12354167,28.76533333,6.038888889,14.609375,27.38125,19.615625
19.775,152.4885417,15.94166667,14.84489583,7.842708333,17.32947917,6.664305556,24.39270833,28.12173913,26.3593254,35.2621875,9.250515873,43.85330256,37.90555556,25.70625,12.86635417,23.75625,65.31770833,43.58690476,11.79375,13.44166667,58.75104167,16.05052083,30.86097826,41.09375,41.1375,109.0458333,31.615625,17.793125,45.209375,20.06041667,36.60604167,38.60038194,20.31990741,22.13541667,31.89166667,27.02708333
26.75833333,137.0458333,22.04166667,14.61104167,9.047916667,18.53145833,7.07387037,27.59618056,40.94130435,38.65555556,31.71239583,10.85274306,44.24003314,35.52604167,29.553125,12.55760417,29.45416667,64.94895833,44.28125,12.10590278,20.38263889,73.28541667,16.9165625,29.03590278,46.85694444,36.70520833,114.4920635,26.69270833,22.03635417,55.37083333,19.60104167,37.18354167,39.33704861,19.9287037,20.83854167,37.703125,23.94791667
28.27951389,141.5135417,22.66875,14.23229167,7.758333333,18.3209375,7.483435185,28.478125,29.80652174,28.025,29.02208333,11.06371528,44.62676373,41.09583333,29.85416667,12.2071875,27.92604167,66.946875,46.01979167,14.21006944,16.83020833,73.97708333,18.49072917,31.17663194,40.69270833,44.59166667,100.9802083,28.22941176,23.21427083,50.45520833,23.35486111,38.40447917,42.555625,17.99166667,20.5625,39.86145833,27.24166667
18.29722222,139.69375,9.651388889,13.96652778,4.832971014,17.7475,7.893,25.10480324,41.17826087,24.88229167,28.19010417,10.78184028,45.01349432,28.88541667,24.03333333,12.55729167,21.74270833,59.78229167,39.49131944,6.313541667,8.78125,56.61770833,13.20072917,26.34215278,39.63020833,34.20694444,69.79965278,41.09,17.07145833,47.03020833,11.24201389,41.53208333,37.2665625,12.6877451,20.14791667,29.38854167,20.76956522
17.95833333,144.1319444,14.1,13.69177083,3.555902778,17.96208333,6.389791667,21.73148148,34.78152174,17.88854167,27.8128125,11.02428571,45.40022491,29.05,21.603125,12.72385417,19.19479167,61.58645833,30.86701389,7.137847222,7.735416667,50.73541667,13.07145833,23.33354167,32.94254386,28.14479167,30.378125,26.84875,14.40520833,37.434375,9.563541667,36.94483333,35.83368421,13.37824074,17.84375,28.275,20.95416667
18.40520833,135.2693182,12.79791667,13.3615625,3.069444444,14.29854167,0.087534722,18.32847222,41.12065217,19.646875,25.57947917,11.21142361,45.78695549,27.40208333,20.58958333,13.18989583,18.896875,55.70104167,32.34479167,4.653125,8.242013889,43.78645833,11.73791667,22.39645833,59.88333333,32.57395833,30.12083333,29.8575,14.05416667,33.30833333,8.284375,33.55730392,30.17395833,11.27361111,13.74166667,26.58020833,19.01309524
23.57061404,141.8857843,18.73088235,13.76677083,6.125,8.7115625,5.842210145,20.96458333,45.18804348,25.7,30.26635417,10.89291667,46.17368608,36.18854167,26.95375,13.893125,22.19270833,58.46875,34.7375,7.616666667,11.17857143,53.15208333,12.83114583,26.28274306,61.296875,37.76447368,36.40833333,32.51166667,16.246875,49.334375,15.96578947,42.21083333,36.41011364,11.4377193,17.8734127,35.53095238,29.04656863
20.37916667,143.04375,12.98958333,13.80619565,4.781944444,7.623958333,7.810520833,18.615625,44.94891304,18.31458333,28.66833333,11.00444444,46.56041667,33.22395833,23.74270833,13.91520833,22.14895833,54.43541667,29.93645833,7.511805556,8.196875,50.11666667,12.0690625,25.82333333,52.09375,33.64375,33.18863636,32.78125,22.35489583,46.81014493,14.15833333,40.081875,38.72010417,9.948263889,18.4125,31.49375,26.14375
23.57604167,123.3447917,18.02916667,14.30270833,7.436458333,7.576354167,6.672395833,21.02430556,52.18695652,30.79270833,29.28010417,11.91416667,64.76180556,61.4859375,28.92083333,13.72072917,26.53854167,54.3875,43.25520833,11.91041667,14.15694444,60.68645833,12.61583333,33.09072917,64.40652174,40.29027778,39.51833333,34.90795455,17.14385417,52.5140625,23.25,47.51177083,50.53493056,13.18020833,17.496875,38.3076087,35.33854167
25.121875,133.6122549,20.81354167,14.33635417,7.255208333,8.72875,7.844375,23.071875,46.66956522,32.809375,33.42708333,11.39969697,86.39166667,52.77916667,34.85625,13.49208333,32.44895833,61.3655303,45.2625,11.01875,12.41875,81.51458333,14.48020833,29.73065972,64.36284722,53.05,27.76770833,39.35595238,20.9890625,66.23333333,21.87916667,47.58128472,72.21743056,15.71458333,23.29895833,42.63645833,31.303125
12.96805556,120.9341667,19.328125,13.9240625,8.541666667,8.239375,8.2978125,21.16736111,39.43152174,28.30833333,24.08430556,10.77308333,37.98159722,45.43125,26.390625,13.9109375,24.99791667,49.73901515,37.90104167,9.211458333,12.53645833,56.25104167,12.17770833,30.48840278,53.45416667,48.27604167,28.34791667,38.69107143,16.90395833,48.89618056,19.74270833,44.00375,63.99965278,13.65486111,17.33854167,34.30868056,32.10208333
18.72916667,104.0212963,16.57222222,14.13854167,5.1125,8.149583333,6.661145833,21.95036232,30.15108696,20.99583333,23.91479167,11.34399306,40.88712121,39.77291667,20.384375,13.93041667,21.07777778,54.52291667,43.67604167,8.863541667,12.22916667,51.89375,14.01708333,26.49180556,40.77916667,36.24479167,28.2,29.81875,17.0896875,34.45833333,19.67604167,39.96003472,56.16,13.98854167,18.60625,28.90625,26.45729167
20.54583333,120.9833333,18.09038462,14.05645833,6.042361111,8.527604167,9.019166667,21.66354167,39.14130435,27.58375,23.51927083,11.62847222,106.8420139,37.90208333,26.42291667,13.96145833,27.65,49.28541667,41.33645833,9.388888889,11.09895833,57.090625,14.31217391,29.36375,59.53229167,46.16458333,31.01875,38.70326087,17.43770833,51.81770833,18.47083333,42.49138889,65.92086806,14.00729167,18.45833333,37.80729167,33.83125
27.65833333,118.3552083,20.73958333,14.73166667,7.792708333,5.153541667,8.8953125,23.66875,57.24891304,26.18854167,30.5203125,11.44836806,108.8118056,47.915625,33.27708333,13.77052083,28.46304348,57.41029412,35.48958333,11.42986111,14.29895833,61.31145833,14.59791667,28.82694444,71.33333333,36.34673913,35.29791667,33.17350543,20.95135417,60.446875,19.19895833,43.79930556,70.86743056,12.953125,21.721875,38.646875,41.49375
21.021875,112.7434028,15.79782609,13.89239583,6.548958333,6.084479167,7.8140625,22.10173611,22.87391304,19.45625,21.63954545,11.62409722,94.39375,30.70104167,20.359375,13.94166667,18.240625,52.46041667,37.37083333,6.501736111,6.622222222,47.86145833,10.60333333,25.09555556,40.73020833,39.01354167,25.05625,27.64375,21.0946875,34.96979167,14.79895833,43.61452899,50.25506944,13.26666667,17.38576389,36.68402778,27.93229167
19.10972222,103.6202899,15.23854167,13.85697917,6.564583333,6.268125,7.631458333,19.91447368,21.37173913,16.79270833,20.3946875,11.70194444,100.5447917,33.15416667,21.77753623,13.95510417,20.9875,50.21979167,38.64270833,6.764236111,10.19270833,46.61875,11.23739583,25.27263889,42.61354167,42.25729167,23.58645833,27.43541667,51.92239583,40.009375,16.03229167,45.06586806,51.0221875,12.79097222,15.85833333,30.83125,26.53229167
14.45416667,88.2781746,9.767105263,13.82708333,5.155208333,6.601354167,8.041979167,20.05104167,25.94673913,12.81631944,19.70322917,12.46913043,96.14166667,27.95104167,16.85729167,13.97489583,14.54895833,49.625,31.03090278,6.596875,7.109722222,36.54895833,11.669375,23.64552083,34.34027778,29.32708333,22.77708333,23.009375,40.0590625,24.53020833,11.25208333,41.71590278,41.11511364,9.470138889,14.02604167,23.659375,23.91666667
18.82083333,97.43863636,14.19464286,13.12955882,7.833333333,9.738541667,8.139270833,29.10705128,37.76630435,19.759375,24.65477273,11.03496528,98.82013889,31.16875,17.70972222,14.01336957,18.77604167,49.2375,34.30104167,7.310069444,8.898958333,39.83020833,11.40875,25.40503472,43.27777778,31.65416667,26.51666667,28.17083333,17.61030702,32.37065217,13.03958333,43.88107639,36.956492,11.26041667,16.75833333,25.784375,24.615625
20.07291667,87.178125,13.71145833,13.4595,7.019791667,14.53269231,9.755,31.53784722,31.76195652,18.88958333,15.00696429,10.94111111,99.69861111,27.31174242,18.20104167,13.97964286,19.41354167,45.93854167,34.46354167,6.323611111,6.521875,46.95625,10.02761364,24.05097222,39.26805556,37.65729167,26.83560606,24.03020833,21.09833333,33.43442029,13.25104167,44.71649306,32.79787037,12.45208333,17.73125,27.75833333,21.08333333
14.0625,83.99305556,11.21458333,13.20520833,4.077083333,10.36482143,7.039791667,28.56006944,25.44673913,14.21458333,14.48510417,10.90916667,97.05034722,21.84637681,12.48333333,14.01125,11.390625,42.61458333,31.60625,4.871875,4.609375,33.36180556,11.19655797,21.96486111,28.3375,23.94791667,22.165625,18.03020833,17.285,22.17916667,10.39270833,38.52798611,32.65979167,9.130208333,12.77604167,23.51145833,18.71145833
